Département,Slug,Nom_reel,Code_postal,INSEE
31,arbon,Arbon,31160,31012
31,loudet,Loudet,31580,31305
31,castillon-de-larboust,Castillon-de-Larboust,31110,31123
31,saint-aventin,Saint-Aventin,31110,31470
31,gensac-sur-garonne,Gensac-sur-Garonne,31310,31219
31,pin-balma,Pin-Balma,31130,31418
31,ausseing,Ausseing,31260,31030
31,segreville,Ségreville,31460,31540
31,tarabel,Tarabel,31570,31551
31,seilh,Seilh,31840,31541
31,roques-31,Roques,31120,31458
31,bragayrac,Bragayrac,31470,31087
31,boudrac,Boudrac,31580,31078
31,estenos,Esténos,31440,31176
31,mirepoix-sur-tarn,Mirepoix-sur-Tarn,31340,31346
31,juzes,Juzes,31540,31243
31,salies-du-salat,Salies-du-Salat,31260,31523
31,soueich,Soueich,31160,31550
31,beauzelle,Beauzelle,31700,31056
31,sauveterre-de-comminges,Sauveterre-de-Comminges,31510,31535
31,portet-de-luchon,Portet-de-Luchon,31110,31432
31,gragnague,Gragnague,31380,31228
31,lacaugne,Lacaugne,31390,31258
31,lestelle-de-saint-martory,Lestelle-de-Saint-Martory,31360,31296
31,saint-gaudens,Saint-Gaudens,31800,31483
31,lacroix-falgarde,Lacroix-Falgarde,31120,31259
31,lez,Lez,31440,31298
31,vigoulet-auzil,Vigoulet-Auzil,31320,31578
31,cazeres,Cazères,31220,31135
31,empeaux,Empeaux,31470,31166
31,cuing,Le Cuing,31210,31159
31,fauga,Le Fauga,31410,31181
31,saint-julia,Saint-Julia,31540,31491
31,roquettes,Roquettes,31120,31460
31,lagrace-dieu,Lagrâce-Dieu,31190,31264
31,saint-marcel-paulel,Saint-Marcel-Paulel,31590,31501
31,lilhac,Lilhac,31230,31301
31,leguevin,Léguevin,31490,31291
31,sengouagnet,Sengouagnet,31160,31544
31,colomiers,Colomiers,31770,31149
31,castagnede-31,Castagnède,31260,31112
31,pechabou,Péchabou,31320,31409
31,fos-31,Fos,31440,31190
31,fabas-31,Fabas,31230,31178
31,pouy-de-touges,Pouy-de-Touges,31430,31436
31,chaum,Chaum,31440,31139
31,francazal,Francazal,31260,31195
31,cardeilhac,Cardeilhac,31350,31108
31,mondavezan,Mondavezan,31220,31349
31,monestrol,Monestrol,31560,31354
31,barbazan,Barbazan,31510,31045
31,montjoire,Montjoire,31380,31383
31,figarol,Figarol,31260,31183
31,montauban-de-luchon,Montauban-de-Luchon,31110,31360
31,montgiscard,Montgiscard,31450,31381
31,muret,Muret,31600,31395
31,terrebasse,Terrebasse,31420,31552
31,montesquieu-lauragais,Montesquieu-Lauragais,31450,31374
31,daux,Daux,31700,31160
31,magdelaine-sur-tarn,La Magdelaine-sur-Tarn,31340,31311
31,cabanac-cazaux,Cabanac-Cazaux,31160,31095
31,saint-lys,Saint-Lys,31470,31499
31,aurin,Aurin,31570,31029
31,vieille-toulouse,Vieille-Toulouse,31320,31575
31,ramonville-saint-agne,Ramonville-Saint-Agne,31520,31446
31,mauvezin-31,Mauvezin,31230,31333
31,pin-murelet,Le Pin-Murelet,31370,31419
31,ore,Ore,31510,31405
31,saint-lary-boujean,Saint-Lary-Boujean,31350,31493
31,anan,Anan,31230,31008
31,miremont-31,Miremont,31190,31345
31,caubous-31,Caubous,31110,31127
31,francon,Francon,31420,31196
31,ausson,Ausson,31210,31031
31,boussens,Boussens,31360,31084
31,sarrecave,Sarrecave,31350,31531
31,gaillac-toulza,Gaillac-Toulza,31550,31206
31,his,His,31260,31237
31,born-31,Le Born,31340,31077
31,villaries,Villariès,31380,31579
31,menville,Menville,31530,31338
31,saint-martory,Saint-Martory,31360,31503
31,merenvielle,Mérenvielle,31530,31339
31,binos,Binos,31440,31590
31,antichan-de-frontignes,Antichan-de-Frontignes,31510,31009
31,gratentour,Gratentour,31150,31230
31,garin,Garin,31110,31213
31,couladere,Couladère,31220,31153
31,faget,Le Faget,31460,31179
31,cornebarrieu,Cornebarrieu,31700,31150
31,tourreilles-31,Tourreilles,31210,31556
31,mervilla,Mervilla,31320,31340
31,savarthes,Savarthès,31800,31537
31,trebons-sur-la-grasse,Trébons-sur-la-Grasse,31290,31560
31,roumens,Roumens,31540,31463
31,gaure,Gauré,31590,31215
31,cessales,Cessales,31290,31137
31,gres,Le Grès,31480,31234
31,francarville,Francarville,31460,31194
31,pradere-les-bourguets,Pradère-les-Bourguets,31530,31438
31,vernet-31,Vernet,31810,31574
31,fenouillet-31,Fenouillet,31150,31182
31,saiguede,Saiguède,31470,31466
31,mauvaisin,Mauvaisin,31190,31332
31,ayguesvives,Ayguesvives,31450,31004
31,castanet-tolosan,Castanet-Tolosan,31320,31113
31,mauressac,Mauressac,31190,31330
31,nenigan,Nénigan,31350,31397
31,montastruc-saves,Montastruc-Savès,31370,31359
31,tournefeuille,Tournefeuille,31170,31557
31,saint-ferreol-de-comminges,Saint-Ferréol-de-Comminges,31350,31479
31,salles-sur-garonne,Salles-sur-Garonne,31390,31525
31,saint-elix-le-chateau,Saint-Élix-le-Château,31430,31476
31,labruyere-dorsa,Labruyère-Dorsa,31190,31256
31,cintegabelle,Cintegabelle,31550,31145
31,rieumes,Rieumes,31370,31454
31,salerm,Salerm,31230,31522
31,caraman,Caraman,31460,31106
31,labastide-saint-sernin,Labastide-Saint-Sernin,31620,31252
31,garde-31,Garde,31290,31262
31,tour-31,Tour,31310,31279
31,lourde,Lourde,31510,31306
31,saint-julien-sur-garonne,Saint-Julien-sur-Garonne,31220,31492
31,aspret-sarrat,Aspret-Sarrat,31800,31021
31,aulon-31,Aulon,31420,31023
31,montclar-de-comminges,Montclar-de-Comminges,31220,31367
31,saint-genies-bellevue,Saint-Geniès-Bellevue,31180,31484
31,montgaillard-de-salies,Montgaillard-de-Salies,31260,31376
31,bagiry,Bagiry,31510,31041
31,loubens-lauragais,Loubens-Lauragais,31460,31304
31,saint-pierre-31,Saint-Pierre,31590,31511
31,folcarde,Folcarde,31290,31185
31,portet-sur-garonne,Portet-sur-Garonne,31120,31433
31,lherm-31,Lherm,31600,31299
31,montlaur-31,Montlaur,31450,31384
31,riolas,Riolas,31230,31456
31,pouze,Pouze,31450,31437
31,carbonne,Carbonne,31390,31107
31,frontignan-saves,Frontignan-Savès,31230,31201
31,bourg-d-oueil,Bourg-d'Oueil,31110,31081
31,saint-christaud-31,Saint-Christaud,31310,31474
31,castelginest,Castelginest,31780,31116
31,estadens,Estadens,31160,31174
31,espanes,Espanès,31450,31171
31,rieux-volvestre,Rieux-Volvestre,31310,31455
31,moustajon,Moustajon,31110,31394
31,ganties,Ganties,31160,31208
31,goyrans,Goyrans,31120,31227
31,encausse-les-thermes,Encausse-les-Thermes,31160,31167
31,lavelanet-de-comminges,Lavelanet-de-Comminges,31220,31286
31,labroquere,Labroquère,31510,31255
31,longages,Longages,31410,31303
31,saint-pe-d-ardet,Saint-Pé-d'Ardet,31510,31509
31,saint-sulpice-sur-leze,Saint-Sulpice-sur-Lèze,31410,31517
31,bretx,Bretx,31530,31089
31,montastruc-de-salies,Montastruc-de-Salies,31160,31357
31,salvetat-saint-gilles,La Salvetat-Saint-Gilles,31880,31526
31,saint-araille,Saint-Araille,31430,31469
31,albiac-31,Albiac,31460,31006
31,sarremezan,Sarremezan,31350,31532
31,baziege,Baziège,31450,31048
31,laffite-toupiere,Laffite-Toupière,31360,31260
31,villefranche-de-lauragais,Villefranche-de-Lauragais,31290,31582
31,mondonville,Mondonville,31700,31351
31,mirambeau-31,Mirambeau,31230,31343
31,azas,Azas,31380,31038
31,ambax,Ambax,31230,31007
31,bellegarde-sainte-marie,Bellegarde-Sainte-Marie,31530,31061
31,lafitte-vigordane,Lafitte-Vigordane,31390,31261
31,labastide-beauvoir,Labastide-Beauvoir,31450,31249
31,labarthe-inard,Labarthe-Inard,31800,31246
31,lescuns,Lescuns,31220,31292
31,villeneuve-de-riviere,Villeneuve-de-Rivière,31800,31585
31,cuguron,Cuguron,31210,31158
31,montrejeau,Montréjeau,31210,31390
31,noueilles,Noueilles,31450,31401
31,chein-dessus,Chein-Dessus,31160,31140
31,mailholas,Mailholas,31310,31312
31,izaut-de-l-hotel,Izaut-de-l'Hôtel,31160,31241
31,mons-31,Mons,31280,31355
31,villemur-sur-tarn,Villemur-sur-Tarn,31340,31584
31,roquefort-sur-garonne,Roquefort-sur-Garonne,31360,31457
31,cox,Cox,31480,31156
31,larcan,Larcan,31800,31274
31,bouloc-31,Bouloc,31620,31079
31,marignac-31,Marignac,31440,31316
31,saint-paul-sur-save,Saint-Paul-sur-Save,31530,31507
31,pibrac,Pibrac,31820,31417
31,belberaud,Belberaud,31450,31057
31,blagnac,Blagnac,31700,31069
31,belesta-en-lauragais,Bélesta-en-Lauragais,31540,31060
31,cadours,Cadours,31480,31098
31,belbeze-de-lauragais,Belbèze-de-Lauragais,31450,31058
31,fronsac-31,Fronsac,31440,31199
31,bessieres,Bessières,31660,31066
31,castillon-de-saint-martory,Castillon-de-Saint-Martory,31360,31124
31,pins-justaret,Pins-Justaret,31860,31421
31,saint-michel-31,Saint-Michel,31220,31505
31,lareole,Laréole,31480,31275
31,saint-felix-lauragais,Saint-Félix-Lauragais,31540,31478
31,mondilhan,Mondilhan,31350,31350
31,lavernose-lacasse,Lavernose-Lacasse,31410,31287
31,toulouse,Toulouse,31000,31555
31,rieumajou,Rieumajou,31290,31453
31,frouzins,Frouzins,31270,31203
31,montgeard,Montgeard,31560,31380
31,bouzin,Bouzin,31420,31086
31,montgaillard-lauragais,Montgaillard-Lauragais,31290,31377
31,lieoux,Lieoux,31800,31300
31,cazac,Cazac,31230,31593
31,salles-et-pratviel,Salles-et-Pratviel,31110,31524
31,isle-en-dodon,L'Isle-en-Dodon,31230,31239
31,villaudric,Villaudric,31620,31581
31,sabonneres,Sabonnères,31370,31464
31,bourg-saint-bernard,Bourg-Saint-Bernard,31570,31082
31,vallegue,Vallègue,31290,31566
31,deyme,Deyme,31450,31161
31,plagnole,Plagnole,31370,31423
31,villematier,Villematier,31340,31583
31,saveres,Savères,31370,31538
31,villeneuve-les-bouloc,Villeneuve-lès-Bouloc,31620,31587
31,beaupuy-31,Beaupuy,31850,31053
31,caragoudes,Caragoudes,31460,31105
31,cepet,Cépet,31620,31136
31,montesquieu-guittaut,Montesquieu-Guittaut,31230,31373
31,auzeville-tolosane,Auzeville-Tolosane,31320,31035
31,beauteville,Beauteville,31290,31054
31,montaut-31,Montaut,31410,31361
31,saint-marcet,Saint-Marcet,31800,31502
31,auterive-31,Auterive,31190,31033
31,marliac,Marliac,31550,31319
31,blajan,Blajan,31350,31070
31,palaminy,Palaminy,31220,31406
31,alan,Alan,31420,31005
31,saint-plancard,Saint-Plancard,31580,31513
31,canens,Canens,31310,31103
31,cassagne-31,Cassagne,31260,31110
31,arguenos,Arguenos,31160,31014
31,saint-beat,Saint-Béat,31440,31471
31,lasserre-31,Lasserre,31530,31277
31,burgalays,Burgalays,31440,31092
31,lanta,Lanta,31570,31271
31,verfeil-31,Verfeil,31590,31573
31,cazaril-tamboures,Cazaril-Tambourès,31580,31130
31,vallesvilles,Vallesvilles,31570,31567
31,razecueille,Razecueillé,31160,31447
31,merville-31,Merville,31330,31341
31,urau,Urau,31260,31562
31,montaigut-sur-save,Montaigut-sur-Save,31530,31356
31,castelgaillard,Castelgaillard,31230,31115
31,saint-pierre-de-lages,Saint-Pierre-de-Lages,31570,31512
31,saint-mamet,Saint-Mamet,31110,31500
31,corronsac,Corronsac,31450,31151
31,mondouzil,Mondouzil,31850,31352
31,beaufort-31,Beaufort,31370,31051
31,escalquens,Escalquens,31750,31169
31,valentine,Valentine,31800,31565
31,lecussan,Lécussan,31580,31289
31,baren,Baren,31440,31046
31,herran,Herran,31160,31236
31,goudex,Goudex,31230,31223
31,bezins-garraux,Bezins-Garraux,31440,31067
31,boussan,Boussan,31420,31083
31,castera,Le Castéra,31530,31120
31,auriac-sur-vendinelle,Auriac-sur-Vendinelle,31460,31026
31,juzet-de-luchon,Juzet-de-Luchon,31110,31244
31,seysses,Seysses,31600,31547
31,montgaillard-sur-save,Montgaillard-sur-Save,31350,31378
31,lauzerville,Lauzerville,31650,31284
31,gibel,Gibel,31560,31220
31,samouillan,Samouillan,31420,31529
31,rebigue,Rebigue,31320,31448
31,lodes,Lodes,31800,31302
31,lagardelle-sur-leze,Lagardelle-sur-Lèze,31870,31263
31,ciadoux,Ciadoux,31350,31141
31,villenouvelle,Villenouvelle,31290,31589
31,castera-vignoles,Castéra-Vignoles,31350,31121
31,saint-elix-seglan,Saint-Élix-Séglan,31420,31477
31,saint-rustice,Saint-Rustice,31620,31515
31,vignaux,Vignaux,31480,31577
31,caujac,Caujac,31190,31128
31,puydaniel,Puydaniel,31190,31442
31,prunet-31,Prunet,31460,31441
31,saint-paul-d-oueil,Saint-Paul-d'Oueil,31110,31508
31,aussonne,Aussonne,31840,31032
31,saint-germier-31,Saint-Germier,31290,31485
31,huos,Huos,31210,31238
31,miramont-de-comminges,Miramont-de-Comminges,31800,31344
31,goutevernisse,Goutevernisse,31310,31225
31,saint-hilaire-31,Saint-Hilaire,31410,31486
31,villeneuve-tolosane,Villeneuve-Tolosane,31270,31588
31,puyssegur,Puysségur,31480,31444
31,brignemont,Brignemont,31480,31090
31,venerque,Venerque,31810,31572
31,bonrepos-riquet,Bonrepos-Riquet,31590,31074
31,ponlat-taillebourg,Ponlat-Taillebourg,31210,31430
31,saint-jean,Saint-Jean,31240,31488
31,saint-pe-delbosc,Saint-Pé-Delbosc,31350,31510
31,proupiary,Proupiary,31360,31440
31,luscan,Luscan,31510,31308
31,saint-loup-cammas,Saint-Loup-Cammas,31140,31497
31,pointis-de-riviere,Pointis-de-Rivière,31210,31426
31,dremil-lafage,Drémil-Lafage,31280,31163
31,couret,Couret,31160,31155
31,aucamville-31,Aucamville,31140,31022
31,sedeilhac,Sédeilhac,31580,31539
31,calmont-31,Calmont,31560,31100
31,gourdan-polignan,Gourdan-Polignan,31210,31224
31,signac,Signac,31440,31548
31,peguilhan,Péguilhan,31350,31412
31,gemil,Gémil,31380,31216
31,avignonet-lauragais,Avignonet-Lauragais,31290,31037
31,cabanac-seguenville,Cabanac-Séguenville,31480,31096
31,peyssies,Peyssies,31390,31416
31,montberon,Montberon,31140,31364
31,labastidette,Labastidette,31600,31253
31,montclar-lauragais,Montclar-Lauragais,31290,31368
31,saint-sauveur-31,Saint-Sauveur,31790,31516
31,union,L'Union,31240,31561
31,odars,Odars,31450,31402
31,montrabe,Montrabé,31850,31389
31,portet-d-aspet,Portet-d'Aspet,31160,31431
31,toutens,Toutens,31460,31558
31,drudas,Drudas,31480,31164
31,saint-jory,Saint-Jory,31790,31490
31,castelnau-d-estretefonds,Castelnau-d'Estrétefonds,31620,31118
31,lux-31,Lux,31290,31310
31,sode,Sode,31110,31549
31,saint-orens-de-gameville,Saint-Orens-de-Gameville,31650,31506
31,antignac-31,Antignac,31110,31010
31,trebons-de-luchon,Trébons-de-Luchon,31110,31559
31,varennes-31,Varennes,31450,31568
31,fonsorbes,Fonsorbes,31470,31187
31,mauran,Mauran,31220,31327
31,labege,Labège,31670,31254
31,lahitere,Lahitère,31310,31267
31,saint-thomas-31,Saint-Thomas,31470,31518
31,larroque-31,Larroque,31580,31276
31,roqueseriere,Roquesérière,31380,31459
31,gagnac-sur-garonne,Gagnac-sur-Garonne,31150,31205
31,caignac,Caignac,31560,31099
31,pompertuzat,Pompertuzat,31450,31429
31,martisserre,Martisserre,31230,31322
31,donneville,Donneville,31450,31162
31,peyrissas,Peyrissas,31420,31414
31,thil-31,Thil,31530,31553
31,mane-31,Mane,31260,31315
31,fourquevaux,Fourquevaux,31450,31192
31,lespugue,Lespugue,31350,31295
31,berat,Bérat,31370,31065
31,poucharramet,Poucharramet,31370,31435
31,maureville,Maureville,31460,31331
31,bax,Bax,31310,31047
31,arnaud-guilhem,Arnaud-Guilhem,31360,31018
31,charlas,Charlas,31350,31138
31,cugnaux,Cugnaux,31270,31157
31,castelbiague,Castelbiague,31160,31114
31,maurens-31,Maurens,31540,31329
31,lalouret-laffiteau,Lalouret-Laffiteau,31800,31268
31,mascarville,Mascarville,31460,31325
31,rieucaze,Rieucazé,31800,31452
31,boulogne-sur-gesse,Boulogne-sur-Gesse,31350,31080
31,latoue,Latoue,31800,31278
31,gardouch,Gardouch,31290,31210
31,clermont-le-fort,Clermont-le-Fort,31810,31148
31,agassac,Agassac,31230,31001
31,preserville,Préserville,31570,31439
31,montgras,Montgras,31370,31382
31,frontignan-de-comminges,Frontignan-de-Comminges,31510,31200
31,forgues,Forgues,31370,31189
31,eoux,Eoux,31420,31168
31,ondes,Ondes,31330,31403
31,marsoulas,Marsoulas,31260,31321
31,nogaret,Nogaret,31540,31400
31,saint-medard-31,Saint-Médard,31360,31504
31,cabanial,Le Cabanial,31460,31097
31,labastide-paumes,Labastide-Paumès,31230,31251
31,auragne,Auragne,31190,31024
31,mancioux,Mancioux,31360,31314
31,coueilles,Coueilles,31230,31152
31,layrac-sur-tarn,Layrac-sur-Tarn,31340,31288
31,saint-frajou,Saint-Frajou,31230,31482
31,cambernard,Cambernard,31470,31101
31,nailloux,Nailloux,31560,31396
31,boutx,Boutx,31440,31085
31,valcabrere,Valcabrère,31510,31564
31,sepx,Sepx,31360,31545
31,polastron-31,Polastron,31430,31428
31,mayregne,Mayrègne,31110,31335
31,latrape,Latrape,31310,31280
31,esparron-31,Esparron,31420,31172
31,puymaurin,Puymaurin,31230,31443
31,brax-31,Brax,31490,31088
31,estancarbon,Estancarbon,31800,31175
31,montespan,Montespan,31260,31372
31,beauville-31,Beauville,31460,31055
31,beauchalot,Beauchalot,31360,31050
31,fustignac,Fustignac,31430,31204
31,balesta,Balesta,31580,31043
31,montoulieu-saint-bernard,Montoulieu-Saint-Bernard,31420,31386
31,saint-cezert,Saint-Cézert,31330,31473
31,bachas,Bachas,31420,31039
31,mones,Monès,31370,31353
31,seilhan,Seilhan,31510,31542
31,esperce,Esperce,31190,31173
31,salvetat-lauragais,La Salvetat-Lauragais,31460,31527
31,lussan-adeilhac,Lussan-Adeilhac,31430,31309
31,seyre,Seyre,31560,31546
31,saint-rome,Saint-Rome,31290,31514
31,pechbusque,Pechbusque,31320,31411
31,saint-jean-lherm,Saint-Jean-Lherm,31380,31489
31,lapeyrere,Lapeyrère,31310,31272
31,cazeaux-de-larboust,Cazeaux-de-Larboust,31110,31133
31,balma,Balma,31130,31044
31,ardiege,Ardiège,31210,31013
31,sainte-foy-d-aigrefeuille,Sainte-Foy-d'Aigrefeuille,31570,31480
31,capens,Capens,31410,31104
31,lautignac,Lautignac,31370,31283
31,lavalette-31,Lavalette,31590,31285
31,saccourvielle,Saccourvielle,31110,31465
31,aspet,Aspet,31160,31020
31,cassagnabere-tournas,Cassagnabère-Tournas,31420,31109
31,bois-de-la-pierre,Bois-de-la-Pierre,31390,31071
31,montegut-lauragais,Montégut-Lauragais,31540,31371
31,boissede,Boissède,31230,31072
31,malvezie,Malvezie,31510,31313
31,lahage,Lahage,31370,31266
31,saint-andre-31,Saint-André,31420,31468
31,gouzens,Gouzens,31310,31226
31,gratens,Gratens,31430,31229
31,frechet,Le Fréchet,31360,31198
31,montbernard,Montbernard,31230,31363
31,plagne-31,Plagne,31220,31422
31,melles,Melles,31440,31337
31,montberaud,Montberaud,31220,31362
31,oo,Oô,31110,31404
31,montgazin,Montgazin,31410,31379
31,mazeres-sur-salat,Mazères-sur-Salat,31260,31336
31,saint-alban-31,Saint-Alban,31140,31467
31,bordes-de-riviere,Bordes-de-Rivière,31210,31076
31,launaguet,Launaguet,31140,31282
31,rouede,Rouède,31160,31461
31,plaisance-du-touch,Plaisance-du-Touch,31830,31424
31,saux-et-pomarede,Saux-et-Pomarède,31800,31536
31,launac,Launac,31330,31281
31,auzas,Auzas,31360,31034
31,franquevielle,Franquevielle,31210,31197
31,peyrouzet,Peyrouzet,31420,31415
31,bazus,Bazus,31380,31049
31,mourvilles-basses,Mourvilles-Basses,31460,31392
31,cier-de-luchon,Cier-de-Luchon,31110,31142
31,lamasquere,Lamasquère,31600,31269
31,rouffiac-tolosan,Rouffiac-Tolosan,31180,31462
31,juzet-d-izaut,Juzet-d'Izaut,31160,31245
31,cazaux-layrisse,Cazaux-Layrisse,31440,31132
31,villate,Villate,31860,31580
31,cathervielle,Cathervielle,31110,31125
31,escoulis,Escoulis,31260,31591
31,benque-31,Benque,31420,31063
31,massabrac,Massabrac,31310,31326
31,noe-31,Noé,31410,31399
31,aigrefeuille,Aigrefeuille,31280,31003
31,garidech,Garidech,31380,31212
31,cires,Cirès,31110,31146
31,pechbonnieu,Pechbonnieu,31140,31410
31,vaudreuille,Vaudreuille,31250,31569
31,lapeyrouse-fossat,Lapeyrouse-Fossat,31180,31273
31,quint-fonsegrives,Quint-Fonsegrives,31130,31445
31,cazaunous,Cazaunous,31160,31131
31,auribail,Auribail,31190,31027
31,escanecrabe,Escanecrabe,31350,31170
31,grepiac,Grépiac,31190,31233
31,cazeneuve-montaut,Cazeneuve-Montaut,31420,31134
31,vieillevigne-31,Vieillevigne,31290,31576
31,montmaurin,Montmaurin,31350,31385
31,revel-31,Revel,31250,31451
31,castelnau-picampeau,Castelnau-Picampeau,31430,31119
31,saussens,Saussens,31460,31534
31,auzielle,Auzielle,31650,31036
31,bruguieres,Bruguières,31150,31091
31,galie,Galié,31510,31207
31,labarthe-riviere,Labarthe-Rivière,31800,31247
31,castagnac,Castagnac,31310,31111
31,larra,Larra,31330,31592
31,labarthe-sur-leze,Labarthe-sur-Lèze,31860,31248
31,buzet-sur-tarn,Buzet-sur-Tarn,31660,31094
31,martres-tolosane,Martres-Tolosane,31220,31324
31,fougaron,Fougaron,31160,31191
31,bachos,Bachos,31440,31040
31,touille,Touille,31260,31554
31,cambiac,Cambiac,31460,31102
31,paulhac-31,Paulhac,31380,31407
31,saleich,Saleich,31260,31521
31,belbeze-en-comminges,Belbèze-en-Comminges,31260,31059
31,lespinasse,Lespinasse,31150,31293
31,levignac,Lévignac,31530,31297
31,moncaup-31,Moncaup,31160,31348
31,marignac-laspeyres,Marignac-Laspeyres,31220,31318
31,saman,Saman,31350,31528
31,martres-de-riviere,Martres-de-Rivière,31210,31323
31,montsaunes,Montsaunès,31260,31391
31,bagneres-de-luchon,Bagnères-de-Luchon,31110,31042
31,montbrun-lauragais,Montbrun-Lauragais,31450,31366
31,cazaril-laspenes,Cazaril-Laspènes,31110,31129
31,poubeau,Poubeau,31110,31434
31,cier-de-riviere,Cier-de-Rivière,31510,31143
31,argut-dessous,Argut-Dessous,31440,31015
31,lespiteau,Lespiteau,31160,31294
31,jurvielle,Jurvielle,31110,31242
31,milhas,Milhas,31160,31342
31,arlos,Arlos,31440,31017
31,benque-dessous-et-dessus,Benque-Dessous-et-Dessus,31110,31064
31,sajas,Sajas,31370,31520
31,artigue,Artigue,31110,31019
31,gouaux-de-luchon,Gouaux-de-Luchon,31110,31222
31,gouaux-de-larboust,Gouaux-de-Larboust,31110,31221
31,guran,Guran,31440,31235
31,billiere,Billière,31110,31068
31,plan-31,Le Plan,31220,31425
31,montegut-bourjac,Montégut-Bourjac,31430,31370
31,clarac-31,Clarac,31210,31147
31,sainte-foy-de-peyrolieres,Sainte-Foy-de-Peyrolières,31470,31481
31,montbrun-bocage,Montbrun-Bocage,31310,31365
31,bellesserre,Bellesserre,31480,31062
31,saint-clar-de-riviere,Saint-Clar-de-Rivière,31600,31475
31,nizan-gesse,Nizan-Gesse,31350,31398
31,mourvilles-hautes,Mourvilles-Hautes,31540,31393
31,beaumont-sur-leze,Beaumont-sur-Lèze,31870,31052
31,eup,Eup,31440,31177
31,saint-laurent-31,Saint-Laurent,31230,31494
31,gargas-31,Gargas,31620,31211
31,senarens,Sénarens,31430,31543
31,mauzac,Mauzac,31410,31334
31,labastide-clermont,Labastide-Clermont,31370,31250
31,saint-bertrand-de-comminges,Saint-Bertrand-de-Comminges,31510,31472
31,payssous,Payssous,31510,31408
31,fousseret,Le Fousseret,31430,31193
31,montoussin,Montoussin,31430,31387
31,montesquieu-volvestre,Montesquieu-Volvestre,31310,31375
31,burgaud,Le Burgaud,31330,31093
31,saint-loup-en-comminges,Saint-Loup-en-Comminges,31350,31498
31,aurignac,Aurignac,31420,31028
31,arbas,Arbas,31160,31011
31,mont-de-galie,Mont-de-Galié,31510,31369
31,regades,Régades,31800,31449
31,falga,Falga,31540,31180
31,vacquiers,Vacquiers,31340,31563
31,pelleport,Pelleport,31480,31413
31,grenade,Grenade,31330,31232
31,bondigoux,Bondigoux,31340,31073
31,fronton,Fronton,31620,31202
31,caubiac,Caubiac,31480,31126
31,sainte-livrade,Sainte-Livrade,31530,31496
31,montastruc-la-conseillere,Montastruc-la-Conseillère,31380,31358
31,lagraulet-saint-nicolas,Lagraulet-Saint-Nicolas,31480,31265
31,vaux-31,Vaux,31540,31570
31,renneville-31,Renneville,31290,31450
31,pinsaguel,Pinsaguel,31120,31420
31,gensac-de-boulogne,Gensac-de-Boulogne,31350,31218
31,cierp-gaud,Cierp-Gaud,31440,31144
31,marignac-lasclares,Marignac-Lasclares,31430,31317
31,lege-31,Lège,31440,31290
31,vendine,Vendine,31460,31571
31,saubens,Saubens,31600,31533
31,saint-ignan,Saint-Ignan,31800,31487
31,landorthe,Landorthe,31800,31270
31,genos-31,Génos,31510,31217
31,villeneuve-lecussan,Villeneuve-Lécussan,31580,31586
31,saint-vincent-31,Saint-Vincent,31290,31519
31,fonbeauzard,Fonbeauzard,31140,31186
31,eaunes,Eaunes,31600,31165
31,montpitol,Montpitol,31380,31388
31,aureville,Aureville,31320,31025
31,pointis-inard,Pointis-Inard,31800,31427
31,mauremont,Mauremont,31290,31328
31,marquefave,Marquefave,31390,31320
31,molas,Molas,31230,31347
31,garac,Garac,31480,31209
31,flourens,Flourens,31130,31184
31,castelmaurou,Castelmaurou,31180,31117
31,bonrepos-sur-aussonnelle,Bonrepos-sur-Aussonnelle,31470,31075
31,casties-labrande,Casties-Labrande,31430,31122
31,aignes,Aignes,31550,31002
31,grazac-31,Grazac,31190,31231
31,sana,Sana,31220,31530
31,saint-leon-31,Saint-Léon,31560,31495
31,issus,Issus,31450,31240
32,mont-d-astarac,Mont-d'Astarac,32140,32280
32,sabazan,Sabazan,32290,32354
32,terraube,Terraube,32700,32442
32,romieu,La Romieu,32480,32345
32,aurensan-32,Aurensan,32400,32017
32,monguilhem,Monguilhem,32240,32271
32,tirent-pontejac,Tirent-Pontéjac,32450,32447
32,gondrin,Gondrin,32330,32149
32,samaran,Samaran,32140,32409
32,betcave-aguin,Betcave-Aguin,32420,32048
32,mouchan,Mouchan,32330,32292
32,riguepeu,Riguepeu,32320,32343
32,bezolles,Bezolles,32310,32052
32,lagraulet-du-gers,Lagraulet-du-Gers,32330,32180
32,demu,Dému,32190,32115
32,eauze,Eauze,32800,32119
32,bazian,Bazian,32320,32033
32,cassaigne-32,Cassaigne,32100,32075
32,durban,Durban,32260,32118
32,moncassin,Moncassin,32300,32263
32,clermont-pouyguilles,Clermont-Pouyguillès,32300,32104
32,termes-d-armagnac,Termes-d'Armagnac,32400,32443
32,meilhan-32,Meilhan,32420,32250
32,loussous-debat,Loussous-Débat,32290,32218
32,crastes,Crastes,32270,32112
32,bonas,Bonas,32410,32059
32,saint-germier-32,Saint-Germier,32200,32379
32,bourrouillan,Bourrouillan,32370,32062
32,plieux,Plieux,32340,32320
32,callian-32,Callian,32190,32072
32,lauraet,Lauraët,32330,32203
32,sainte-gemme-32,Sainte-Gemme,32120,32376
32,miramont-d-astarac,Miramont-d'Astarac,32300,32254
32,saramon,Saramon,32450,32412
32,saint-georges-32,Saint-Georges,32430,32377
32,avezan,Avezan,32380,32023
32,brouilh-monbert,Le Brouilh-Monbert,32350,32065
